6,8802847	22,437099
4,9416828	4,9632654
3,2191767	4,965948
7,7247475	22,1061154
4,5803864	3,8322528
8,1693758	23,2019159
3,6419517	3,6085129
6,198015	23,1213805
3,5414325	4,0456672
3,864771	4,0403861
4,0962289	4,3126712
4,9440801	4,8230416
7,5865507	23,3371741
3,1392479	5,1499173
7,3707865	23,0155788
5,1480077	5,6047656
4,880693	4,9044997
6,9653074	22,052283
7,0342538	23,0144558
5,3175102	23,9152218
6,2866834	22,8622643
7,2457384	23,3257597
4,6491579	4,3980439
3,2359431	4,6598127
3,3150059	4,8453684
6,9256869	22,898812
4,2873144	4,2610358
3,4009451	4,8922617
3,6485323	4,1681575
7,3376968	23,2935245
6,083009	24,2200303
6,1874266	23,15557
6,9263067	23,2262593
6,6810733	23,4594797
6,5296235	22,7519607
8,2849655	22,9200177
7,1297074	23,0431917
4,0061763	4,0953267
4,597086	5,2126886
7,1563606	23,026916
7,4575753	23,3022784
7,5037091	23,2115742
4,2703769	4,7076256
7,8246122	22,9043699
6,4167649	23,8282848
8,1061335	23,3122461
6,7791121	22,7698277
7,6564895	22,5132049
7,5213392	22,4904431
3,0247284	4,2409522
4,8094706	4,9279729
4,0740316	3,9438151
5,1969539	23,5725305
6,7476826	22,9533991
3,727632	4,521604
4,138751	4,2009927
4,7314336	5,3848763
2,7575007	4,2483056
4,0866459	4,8282534
6,2056944	23,1762198
5,2574721	4,0542185
6,3637627	23,3509099
7,9222726	21,8591212
6,6099632	23,3707756
7,4828216	23,4965964
7,524463	21,8995436
7,4625275	23,7475513
7,6636997	23,5825895
4,603111	4,6293709
6,7098457	23,3734179
7,0186597	23,1302047
6,3956878	22,6971955
4,2441856	3,9933063
6,8301642	23,2234162
4,6623334	4,7131743
5,9443527	23,8986795
4,263317	4,8348571
6,8485006	22,8157703
6,7515495	22,9838029
6,7676306	22,0085299
3,4291702	4,3343395
6,0752678	22,8323234
6,3347495	22,7719161
4,0278762	4,3349076
7,8052804	23,2841296
5,8979292	22,878013
7,0503218	22,6913822
6,7345792	22,0746026
6,9537499	22,3606307
4,9352367	4,25797
6,7278499	23,0560534
7,121756	23,191266
4,205231	4,378855
3,604844	3,6976021
8,1628818	22,8108588
4,8276405	4,1671768
7,1395718	22,4787982
4,6939375	5,0487993
7,406047	23,5916497
6,9903357	23,1690981
7,5915494	23,5177876
7,6735511	23,5216077
4,123251	5,415832
7,4352933	23,2722321
6,9136846	22,60028
2,8277116	5,1202387
3,5021269	4,1128459
7,5879807	22,4213046
3,3115841	5,3525229
7,1545747	23,573993
6,7866645	23,0490029
5,8319662	23,228565
4,4818637	5,1889857
7,2000159	23,1530726
6,30443	23,0703484
6,7809342	22,6573208
7,2726665	22,570573
4,2524963	5,3633254
3,6703453	4,6023018
3,3345995	3,9146604
3,1687049	4,1684478
7,235554	23,4966673
7,001389	22,2364464
3,1760188	3,4324276
7,9564995	23,095038
7,0066346	22,3166341
7,792005	22,6758539
3,5649297	4,8728646
7,3841092	23,273494
7,343689	23,1795601
6,5211597	22,8231356
6,1596922	22,6087883
4,5841056	5,096992
4,2004599	4,6006084
7,0981702	23,0266518
2,7866956	5,1666104
7,2387469	22,7527835
7,6001522	22,651351
7,8703227	22,2733396
7,2889834	23,0053165
7,0352543	23,2443403
3,6434194	4,7453136
6,5328944	23,4471221
6,5019745	23,0116556
7,3489977	23,2775565
6,9257962	23,206029
6,3357068	22,7082501
6,5022657	23,2217647
8,3509039	23,2354666
8,4433243	22,3888302
5,8917784	23,1093411
6,5466412	23,0951013
7,5081367	23,2349219
3,1868226	5,1280927
8,3411006	22,1771003
5,7583315	23,7031102
6,9227128	23,0893515
7,4855138	23,7723103
6,8697435	23,4472917
6,7980849	22,4596984
3,4740767	4,2885964
3,1631475	5,7970926
5,787101	23,2983042
6,315132	22,8475491
6,0358504	23,022214
7,060278	23,2405033
6,9236484	22,7753917
7,1499886	21,9465353
6,4542812	22,969384
8,0133214	23,0202322
6,9163469	22,3168607
7,5767169	21,6149005
7,0780439	22,7366805
3,8840121	4,5982225
7,6346885	22,7311043
6,7900934	22,4037871
3,6388732	5,2552274
7,7928079	22,5770029
2,8390421	4,8115008
6,6022733	22,1335764
4,5601507	5,0586599
6,3544002	23,0173717
4,6542163	4,2926859
6,5457344	23,2633216
4,8088347	3,5795624
7,5941038	23,406554
8,2850346	22,6014633
6,7387753	22,4546893
6,3584579	22,3136879
6,3968655	23,5246961
4,6677286	4,2503823
6,2974699	23,584666
6,7285375	23,0485466
7,2488357	23,918221
4,659902	4,1805937
8,4348911	23,2874774
6,8371044	21,9432089
6,4158314	22,3405293
6,7754539	22,8358033
6,9453865	23,6450852
7,5587523	23,0528098
4,1678464	4,682212
6,8509391	23,4889646
5,9192231	22,894189
6,9858473	23,6524528
4,4196257	4,1601136
7,9475605	23,44761
4,233315	4,5087044
7,4562971	23,0818456
7,5759734	23,1425451
6,2994613	22,4100209
6,8620198	23,0582394
6,5698941	23,1794761
5,3455886	4,1737791
7,889278	23,9037697
4,5256136	4,1720931
7,5108656	23,2549545
3,6339824	4,9780904
